SKU,Current Stock,Risk Score,Risk Level,Inventory Status,Expected Risk Level,Risk Level Correct,Expected Inventory Status,Inventory Status Correct,Overall Correct
1130,145,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1150,87,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1193,85,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1190,71,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1185,65,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1002,76,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1035,48,70.0,HIGH,Low,HIGH,True,Low,True,True
1008,105,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1040,104,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1122,154,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1083,135,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1125,61,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1138,88,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1154,60,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1022,93,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1074,149,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1034,53,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1023,149,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1182,191,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1012,96,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1042,188,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1029,210,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1100,97,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1171,119,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1165,88,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1191,95,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1005,122,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1088,49,70.0,HIGH,Low,HIGH,True,Low,True,True
1145,115,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1146,137,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1120,194,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1173,82,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1136,109,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1131,120,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1036,64,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1070,196,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1111,115,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1176,85,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1121,92,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1198,154,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1189,50,70.0,HIGH,Low,HIGH,True,Low,True,True
1025,124,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1069,196,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1057,168,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1092,104,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1084,99,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1004,117,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1157,110,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1079,167,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1115,71,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1051,37,70.0,HIGH,Low,HIGH,True,Low,True,True
1044,168,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1090,124,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1054,70,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1124,110,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1127,213,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1027,152,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1045,80,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1030,105,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1075,155,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1112,82,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1123,101,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1018,143,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1168,99,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1093,136,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1072,50,70.0,HIGH,Low,HIGH,True,Low,True,True
1052,134,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1064,173,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1103,79,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1047,53,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1048,107,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1192,156,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1116,75,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1068,55,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1015,76,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1199,64,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1113,150,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1031,90,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1139,86,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1055,157,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1032,137,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1013,223,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1041,70,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1007,59,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1066,125,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1003,77,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1049,43,70.0,HIGH,Low,HIGH,True,Low,True,True
1033,115,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1152,118,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1184,138,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1011,138,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1141,156,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1010,86,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1077,50,70.0,HIGH,Low,HIGH,True,Low,True,True
1080,73,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1172,56,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1170,109,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1086,109,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1087,69,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1142,90,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1164,56,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1016,126,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1021,195,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1151,80,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1021,129,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1159,132,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1024,239,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1199,127,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1150,129,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1063,102,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1170,154,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1193,151,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1014,237,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1197,62,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1134,95,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1177,102,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1061,146,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1165,136,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1191,132,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1156,104,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1129,144,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1082,168,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1112,68,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1089,64,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1195,134,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1030,134,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1011,118,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1058,216,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1033,146,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1171,95,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1067,325,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1196,197,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1003,129,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1184,201,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1053,152,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1178,277,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1017,128,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1035,96,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1121,122,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1151,53,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1189,117,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1130,170,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1104,162,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1074,223,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1163,146,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1093,155,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1114,71,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1172,136,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1146,169,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1101,102,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1091,218,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1064,114,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1031,194,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1126,234,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1164,126,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1078,96,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1010,332,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1072,106,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1140,91,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1188,318,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1125,126,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1109,127,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1039,202,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1115,119,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1071,332,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1055,188,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1136,131,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1132,222,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1158,252,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1194,160,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1182,252,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1173,137,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1167,301,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1127,162,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1019,131,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1051,78,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1143,222,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1106,148,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1083,217,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1183,85,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1111,223,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1070,218,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1025,182,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1077,116,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1192,126,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1088,118,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1018,83,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1059,93,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1084,144,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1175,142,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1174,54,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1073,88,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1179,171,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1041,221,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1133,138,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1085,139,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1097,132,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1139,154,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1057,266,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1142,67,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1144,129,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1141,133,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1040,94,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1107,142,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1006,167,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1087,148,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1013,282,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1166,147,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1075,203,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1015,234,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1138,181,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1098,128,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1124,91,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1001,131,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1052,116,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1005,79,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1186,234,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1103,135,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1023,215,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1117,203,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1050,226,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1016,241,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1034,113,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1029,266,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1094,283,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1116,218,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1190,92,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1020,186,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1099,220,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1012,102,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1038,68,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1120,258,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1169,156,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1060,198,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1022,125,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1092,98,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1032,123,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1096,110,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1002,203,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1155,78,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1147,141,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1135,150,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1049,117,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1160,91,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1185,210,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1161,59,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1080,249,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1090,118,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1149,58,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1122,188,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1086,236,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1027,236,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1187,148,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1180,152,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1081,206,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1066,197,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1042,203,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1068,130,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1009,151,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1095,98,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1108,214,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1100,107,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1062,101,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1176,190,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1079,291,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1056,228,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1113,105,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1198,146,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1131,97,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1118,136,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1162,147,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1152,167,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1137,199,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1048,135,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1148,113,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1047,99,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1046,130,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1157,114,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1105,136,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1144,84,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1065,46,70.0,HIGH,Low,HIGH,True,Low,True,True
1157,114,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1036,73,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1146,116,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1087,90,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1003,111,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1187,135,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1137,145,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1119,172,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1062,102,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1097,170,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1055,120,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1004,74,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1019,60,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1075,70,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1148,54,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1083,91,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1016,215,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1048,82,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1105,153,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1174,57,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1120,103,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1124,114,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1017,114,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1121,89,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1135,112,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1153,56,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1015,88,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1037,59,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1049,90,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1063,154,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1113,100,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1116,113,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1142,75,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1096,104,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1021,91,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1009,38,70.0,HIGH,Low,HIGH,True,Low,True,True
1167,94,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1134,78,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1185,82,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1122,73,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1051,54,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1106,156,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1012,77,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1089,84,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1050,130,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1189,73,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1054,75,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1195,140,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1039,135,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1069,179,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1022,72,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1196,191,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1033,109,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1081,69,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1020,95,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1100,44,70.0,HIGH,Low,HIGH,True,Low,True,True
1038,57,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1057,79,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1161,72,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1186,145,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1024,139,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1115,112,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1059,69,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1156,94,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1140,82,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1045,97,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1064,97,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1086,140,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1053,169,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1077,64,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1123,171,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1010,200,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1056,166,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1114,69,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1154,88,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1052,86,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1031,142,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1160,103,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1079,84,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1182,177,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1067,108,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1191,99,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1127,193,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1099,110,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1112,45,70.0,HIGH,Low,HIGH,True,Low,True,True
1141,169,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1014,120,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1125,139,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1194,97,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1130,151,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1058,87,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1070,152,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1088,73,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1172,62,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1025,105,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1076,86,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1066,77,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1192,132,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1047,45,70.0,HIGH,Low,HIGH,True,Low,True,True
1197,95,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1005,107,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1145,101,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1101,154,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1188,99,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1177,145,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1193,147,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1061,136,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1173,60,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1163,56,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1023,78,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1147,118,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1129,42,70.0,HIGH,Low,HIGH,True,Low,True,True
1118,87,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1018,117,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1029,128,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1091,162,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1084,111,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1082,93,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
